House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"420","DEAN DR","GARDENDALE","35071","RM","313","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UHM""","=""M1585f16f64""","=""17ED1.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","314","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TFT""","=""M1a68df2443""","=""1BFH4.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","315","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WXH""","=""M1051e4eb5f""","=""1IE04.L""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","316","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WYT""","=""M1051e4f8c3""","=""1T38.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","317","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SPU""","=""M1051e4e6f1""","=""1EOE4.L""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","318","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YPP""","=""M1051e4db02""","=""15B53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","319","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SHA""","=""M1051e4f7e7""","=""1SCR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","320","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YL9""","=""M1051e4da35""","=""14MB3.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","320-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5X4D""","=""N1248a234a19""","=""1S154.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","321","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VO6""","=""M1051e4ea03""","=""1HA63.D""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","322","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UGM""","=""M1051e4e03c""","=""19DR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","323","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TD1""","=""N1248a234905""","=""1PMD1.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","324","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TTU""","=""M1051e4d4f5""","=""10DR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","325","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RYA""","=""M1051e4d88c""","=""13DR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","326","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SNK""","=""M1585f17798""","=""1LH14.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","327","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WC7""","=""M1051e4ec9a""","=""1JCR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","328","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5VM1""","=""M1051e4e024""","=""19B53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","329","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5TCJ""","=""M1051e4dc62""","=""16DR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","330","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UKN""","=""N1248a234b17""","=""15G54.K""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","330-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RZO""","=""M1051e4f71f""","=""1RQB2.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","331","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S70""","=""M1a68df24aa""","=""1MCR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","333","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SPJ""","=""M1051e4d826""","=""13263.3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","334","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TLJ""","=""M1051e4f7cc""","=""1SB53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","335","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SPD""","=""M1051e4ec96""","=""1JC53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","336","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5RTN""","=""M1051e4dc4b""","=""16BD.U""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","337","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UAX""","=""M1051e4e207""","=""1AQD2.T""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","338","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SQQ""","=""M1051e4df5c""","=""18O73.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","339","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RT9""","=""M1051e4f49e""","=""1PQ7.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","355","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SHL""","=""N1248a234937""","=""117Q.D""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","8","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""000024ZZ4K""","=""N1526db6c106""","=""1T032.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SNI""","=""M1585f176f6""","=""1KF23.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","PHONE","FLR","1ST","BLDG","420","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5TIU""","=""M1051e4daa5""","=""14V06.T""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","PHONE","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5SAL""","=""N12bdd25119a""","=""11752.H""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","PHONE ROOM","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00010C7L85""","=""N12bdd251199""","=""1E1K1.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","TELCO","FLR","1","BLDG","MAIN","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5RJ6""","=""N1320a2573e7""","=""1ELT9.M""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","","","FLR","1","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5U1Y""","=""N1332a898170""","=""1JTB5.J""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","","","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5SYY""","=""M1051e4f351""","=""1OR14.B""","FTTN","Not Ready","FTTN","","","Y"
"424","DEAN DR","GARDENDALE","35071","APT","1","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VIU""","=""M1051e4ef57""","=""1LLF.4""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","APT","10","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5SD6""","=""M1051e4d59f""","=""113F1.D""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","11","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5SVH""","=""M1051e4e939""","=""1GM3.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","UNIT","117","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""000107KQK4""","=""N15e7a40dc83""","=""1FG33.B""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","12","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VDA""","=""M1051e4f1f1""","=""1NNV3.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","UNIT","129","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5X0S""","=""D1731083e86""","=""115J4.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","13","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5TO6""","=""M1051e4d774""","=""12I87.5""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","14","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5RQ7""","=""M1051e4f92d""","=""1TEA.K""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","15","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5RIS""","=""M1051e4ed82""","=""1K5F1.A""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","16","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5X95""","=""M1051e4f8da""","=""1T582.T""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","17","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VDR""","=""M1051e4ea45""","=""1HH82.U""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","18","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5UA0""","=""M1051e4d857""","=""137V3.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","19","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5WZ1""","=""M1051e4eea2""","=""1L293.C""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","2","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VDE""","=""M1051e4d65b""","=""11LJ3.4""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","20","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5RXW""","=""M1051e4e871""","=""1G2S3.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","21","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5TVG""","=""M1051e4f32b""","=""1ONF.M""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","215","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5TTT""","=""M1051e4ec71""","=""1J877""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","APT","22","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5T1Z""","=""M1051e4d86a""","=""13AF.K""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","222","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5XLK""","=""D17310840e7""","=""1GMP.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","226","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VKT""","=""M1051e4e5ee""","=""1E0I5.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","23","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5SEU""","=""M1051e4d673""","=""11NA.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","RM","237","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5XRD""","=""D1731084314""","=""1UQH7.F""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","24","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5YQB""","=""M1051e4eb74""","=""1IGF.B""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","25","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5V43""","=""M1051e4fadf""","=""1UPA2.F""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","26","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5Y0R""","=""M1051e4e8d2""","=""1GC93.D""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","3","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5X8X""","=""M1051e4dff7""","=""197G.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","312","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5TFV""","=""M1a68df246d""","=""1F8C7""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","RM","314","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RX5""","=""M1051e4d92e""","=""13RJ5.D""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","APT","317","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TZK""","=""N1248a234ab3""","=""1BVG5.6""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","RM","327","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5WSK""","=""M1051e4d5a0""","=""113J2.B""","FTTN","Not Ready","FTTN","","",""
"424","DEAN DR","GARDENDALE","35071","APT","4","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5W4X""","=""M1051e4e65d""","=""1E9V3.3""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","5","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5UJW""","=""M1051e4e7f3""","=""1FKJ3.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","6","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5T1B""","=""M1051e4e4f4""","=""1D5S3.H""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","7","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5SJ0""","=""M1051e4da4c""","=""14NV3.V""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","8","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5Y6I""","=""M1051e4fbd5""","=""1VI43.E""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","APT","9","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5XSN""","=""M1051e4fb73""","=""1V6S3.N""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"424","DEAN DR","GARDENDALE","35071","","","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5VDC""","=""M1051e4ee8e""","=""1KV93.4""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"437","DEAN DR","GARDENDALE","35071","","","","","","","F 400 DEAN LN","3165","GRDLALNM","205631","=""00001B5Y7H""","=""M1051e4d634""","=""11HR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"441","DEAN DR","GARDENDALE","35071","","","","","","","F 400 DEAN LN","3165","GRDLALNM","205631","=""00001B5S8Z""","=""M1051e4e55a""","=""1DGR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"444","DEAN DR","GARDENDALE","35071","","","","","","","F 400 DEAN LN","3165","GRDLALNM","205631","=""00001B5XHA""","=""M1051e4f4ab""","=""1PR43""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"445","DEAN DR","GARDENDALE","35071","","","","","","","F 400 DEAN LN","3165","GRDLALNM","205631","=""00001B5UY5""","=""M1051e4f434""","=""1PGR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"449","DEAN DR","GARDENDALE","35071","","","","","","","F 400 DEAN LN","3165","GRDLALNM","205631","=""00001B5UU9""","=""M1051e4ef21""","=""1LGR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"450","DEAN DR","GARDENDALE","35071","ROOM","215","","","","","F 444 DEAN LN","3165","GRDLALNM","205631","=""000105CBLQ""","=""N15d2137099b""","=""1MRT2.L""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"450","DEAN DR","GARDENDALE","35071","","","","","","","F 444 DEAN LN","3165","GRDLALNM","205631","=""00001B5XYQ""","=""D1731083f42""","=""165R9.3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"716","DOWNS AV","GARDENDALE","35071","","","","","","","F 716 DOWNS AV","3165","GRDLALNM","205631","=""00001B5RZ8""","=""M1051e4df27""","=""18JR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"717","DOWNS AV","GARDENDALE","35071","","","","","","","F 716 DOWNS AV","3165","GRDLALNM","205631","=""00001B5SZU""","=""M1051e4f1cc""","=""1NJR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"720","DOWNS AV","GARDENDALE","35071","","","","","","","F 726 DOWNS AV","3165","GRDLALNM","205631","=""00001B5XRC""","=""D1731084261""","=""1QFA8.3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"722","DOWNS AV","GARDENDALE","35071","","","","","","","F 726 DOWNS AV","3165","GRDLALNM","205631","=""00001B5UVY""","=""M1051e4e1b7""","=""1AHR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"726","DOWNS AV","GARDENDALE","35071","","","","","","","F 726 DOWNS AV","3165","GRDLALNM","205631","=""00001B5XH8""","=""M1051e4ecd5""","=""1JHR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"730","DOWNS AV","GARDENDALE","35071","","","","","","","F 730 DOWNS AV","3165","GRDLALNM","205631","=""00001B5UDK""","=""M1051e4d77a""","=""12IR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"800","DOWNS AV","GARDENDALE","35071","","","","","","","F 800 DOWNS AV","3165","GRDLALNM","205631","=""00001B5XAT""","=""M1051e4ddd0""","=""17IR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"806","DOWNS AV","GARDENDALE","35071","","","","","","","F 800 DOWNS AV","3165","GRDLALNM","205631","=""00001B5X5U""","=""D1731083e65""","=""10AK3.1""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"808","DOWNS AV","GARDENDALE","35071","","","","","","","F 800 DOWNS AV","3165","GRDLALNM","205631","=""00001B5Y36""","=""M1051e4db9b""","=""15RR2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"814","DOWNS AV","GARDENDALE","35071","","","","","","","R 814 DOWNS AV","3165","GRDLALNM","205631","=""00001B5U1L""","=""M1051e4e437""","=""1CIR3""","FTTN","Not Ready","FTTN","","",""
"817","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5SZW""","=""M1051e4fbe4""","=""1VJR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"820","DOWNS AV","GARDENDALE","35071","","","","","","","F 800 DOWNS AV","3165","GRDLALNM","205631","=""00001B5XEN""","=""M1051e4f587""","=""1QIR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"824","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5VXI""","=""M1051e4f2f4""","=""1OHR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"829","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5TWN""","=""M1051e4d8ce""","=""13JR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"830","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5TMI""","=""M1051e4f077""","=""1MIR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"836","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5VBF""","=""M1051e4de29""","=""17RR2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"837","DOWNS AV","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5UUZ""","=""M1051e4e0c6""","=""19RR2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"714","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5WMH""","=""D17310841ed""","=""1NEF1.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"720","GOLDENROD DR","GARDENDALE","35071","","","","","","","608 ORIOLE LN","3165","GRDLALNM","205631","=""00001B5YP5""","=""D17310840f3""","=""1GUV6.1""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"721","GOLDENROD DR","GARDENDALE","35071","","","","","","","725 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5RR8""","=""M1051e4e5f3""","=""1E153""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"724","GOLDENROD DR","GARDENDALE","35071","","","","","","","608 ORIOLE LN","3165","GRDLALNM","205631","=""00001B5X61""","=""D1731084013""","=""1BGA4.1""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"725","GOLDENROD DR","GARDENDALE","35071","","","","","","","725 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5S6Q""","=""M1051e4f237""","=""1NV43""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"726","GOLDENROD DR","GARDENDALE","35071","","","","","","","608 ORIOLE LN","3165","GRDLALNM","205631","=""00001B5WDW""","=""M1051e4d589""","=""11053""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"729","GOLDENROD DR","GARDENDALE","35071","","","","","","","729 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5RS3""","=""M1051e4eae2""","=""1I253""","FTTN","Not Ready","FTTN","IP-RT-BP","Dynamic",""
"730","GOLDENROD DR","GARDENDALE","35071","","","","","","","729 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5XCV""","=""M1051e4dbc6""","=""16053""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"732","GOLDENROD DR","GARDENDALE","35071","","","","","","","729 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5WMF""","=""D17310842bf""","=""1SP72.1""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"733","GOLDENROD DR","GARDENDALE","35071","","","","","","","729 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5WF6""","=""M1051e4e410""","=""1CES2""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"734","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5S4L""","=""M1051e4ec31""","=""1J153""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"737","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5TF4""","=""M1051e4e4e0""","=""1D253""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"738","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5X43""","=""M1051e4e240""","=""1B053""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"741","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5TWL""","=""M1051e4f24e""","=""1O153""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"742","GOLDENROD DR","GARDENDALE","35071","","","","","","","737 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5WPJ""","=""M1051e4ec1e""","=""1IV43""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"745","GOLDENROD DR","GARDENDALE","35071","","","","","","","R 745 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5XJB""","=""M1051e4dd08""","=""16V43""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"746","GOLDENROD DR","GARDENDALE","35071","","","","","","","S 746 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5TCB""","=""M1051e4f377""","=""1OU43""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"749","GOLDENROD DR","GARDENDALE","35071","","","","","","","R 749 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5W71""","=""M1051e4d80a""","=""12V43""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"532","HOLLY DR","GARDENDALE","35071","","","","","","","F 600 HOLLY DR","3165","GRDLALNM","205631","=""00001B5YC6""","=""M1051e4f71a""","=""1RQ43""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
